准确性权重,时间权重,稳定性权重,最优方案,最低综合风险,风险_15/18,风险_16/18,风险_18/22
0.0,0.65,0.35,16/18,0.17837025147137509,0.17948394863563402,0.17837025147137509,0.2683119315141787
0.0,0.64,0.36,16/18,0.17654917067950776,0.17933804173354734,0.17654917067950776,0.2641840556447298
0.0,0.63,0.37,16/18,0.17472808988764046,0.17919213483146068,0.17472808988764046,0.2600561797752809
0.0,0.62,0.38,16/18,0.17290700909577314,0.17904622792937397,0.17290700909577314,0.255928303905832
0.0,0.61,0.39,16/18,0.17108592830390584,0.1789003210272873,0.17108592830390584,0.2518004280363831
0.0,0.6,0.4,16/18,0.16926484751203852,0.17875441412520063,0.16926484751203852,0.24767255216693418
0.0,0.5900000000000001,0.41,16/18,0.16744376672017122,0.17860850722311397,0.16744376672017122,0.24354467629748533
0.0,0.5800000000000001,0.42,16/18,0.16562268592830395,0.1784626003210273,0.16562268592830395,0.23941680042803642
0.0,0.5700000000000001,0.43,16/18,0.16380160513643663,0.17831669341894063,0.16380160513643663,0.23528892455858752
0.0,0.56,0.44,16/18,0.16198052434456933,0.17817078651685392,0.16198052434456933,0.2311610486891386
0.0,0.55,0.45,16/18,0.160159443552702,0.17802487961476726,0.160159443552702,0.22703317281968968
0.0,0.54,0.46,16/18,0.15833836276083468,0.17787897271268058,0.15833836276083468,0.22290529695024078
0.0,0.53,0.47,16/18,0.1565172819689674,0.1777330658105939,0.1565172819689674,0.21877742108079187
0.0,0.52,0.48,16/18,0.15469620117710006,0.17758715890850724,0.15469620117710006,0.21464954521134297
0.0,0.51,0.49,16/18,0.15287512038523277,0.17744125200642052,0.15287512038523277,0.21052166934189406
0.0,0.5,0.5,16/18,0.15105403959336544,0.17729534510433387,0.15105403959336544,0.20639379347244516
0.0,0.49,0.51,16/18,0.14923295880149814,0.1771494382022472,0.14923295880149814,0.20226591760299625
0.0,0.48,0.52,16/18,0.14741187800963082,0.1770035313001605,0.14741187800963082,0.19813804173354735
0.0,0.47,0.53,16/18,0.14559079721776352,0.17685762439807384,0.14559079721776352,0.19401016586409844
0.0,0.45999999999999996,0.54,16/18,0.14376971642589623,0.1767117174959872,0.14376971642589623,0.18988228999464954
0.0,0.44999999999999996,0.55,16/18,0.1419486356340289,0.17656581059390047,0.1419486356340289,0.18575441412520063
0.0,0.43999999999999995,0.56,16/18,0.1401275548421616,0.17641990369181382,0.1401275548421616,0.18162653825575173
0.0,0.43000000000000005,0.57,16/18,0.1383064740502943,0.17627399678972713,0.1383064740502943,0.17749866238630285
0.0,0.42000000000000004,0.58,16/18,0.136485393258427,0.17612808988764045,0.136485393258427,0.17337078651685395
0.0,0.41000000000000003,0.59,16/18,0.1346643124665597,0.1759821829855538,0.1346643124665597,0.16924291064740504
0.0,0.4,0.6,16/18,0.13284323167469236,0.1758362760834671,0.13284323167469236,0.16511503477795614
0.0,0.39,0.61,16/18,0.13102215088282507,0.17569036918138042,0.13102215088282507,0.16098715890850723
0.0,0.38,0.62,16/18,0.12920107009095777,0.17554446227929377,0.12920107009095777,0.15685928303905833
0.0,0.37,0.63,16/18,0.12737998929909045,0.17539855537720705,0.12737998929909045,0.15273140716960942
0.0,0.36,0.64,16/18,0.12555890850722315,0.1752526484751204,0.12555890850722315,0.14860353130016052
0.0,0.35,0.65,16/18,0.12373782771535582,0.17510674157303371,0.12373782771535582,0.1444756554307116
0.0,0.33999999999999997,0.66,16/18,0.12191674692348853,0.17496083467094703,0.12191674692348853,0.14034777956126268
0.0,0.32999999999999996,0.67,16/18,0.12009566613162122,0.17481492776886037,0.12009566613162122,0.13621990369181378
0.0,0.31999999999999995,0.68,16/18,0.11827458533975391,0.1746690208667737,0.11827458533975391,0.13209202782236487
0.0,0.31000000000000005,0.69,16/18,0.11645350454788661,0.174523113964687,0.11645350454788661,0.12796415195291602
0.0,0.30000000000000004,0.7,16/18,0.1146324237560193,0.17437720706260035,0.1146324237560193,0.12383627608346712
0.0,0.29000000000000004,0.71,16/18,0.11281134296415199,0.17423130016051366,0.11281134296415199,0.11970840021401821
0.0,0.28,0.72,16/18,0.11099026217228469,0.17408539325842698,0.11099026217228469,0.1155805243445693
0.0,0.27,0.73,16/18,0.10916918138041737,0.17393948635634032,0.10916918138041737,0.11145264847512039
0.0,0.26,0.74,18/22,0.10732477260567148,0.1737935794542536,0.10734810058855006,0.10732477260567148
0.0,0.25,0.75,18/22,0.10319689673622258,0.17364767255216695,0.10552701979668275,0.10319689673622258
0.0,0.24,0.76,18/22,0.09906902086677367,0.1735017656500803,0.10370593900481545,0.09906902086677367
0.0,0.22999999999999998,0.77,18/22,0.09494114499732477,0.1733558587479936,0.10188485821294813,0.09494114499732477
0.0,0.21999999999999997,0.78,18/22,0.09081326912787586,0.17320995184590693,0.10006377742108083,0.09081326912787586
0.0,0.20999999999999996,0.79,18/22,0.08668539325842695,0.17306404494382024,0.09824269662921352,0.08668539325842695
0.0,0.19999999999999996,0.8,18/22,0.08255751738897804,0.17291813804173356,0.09642161583734621,0.08255751738897804
0.0,0.18999999999999995,0.81,18/22,0.07842964151952914,0.1727722311396469,0.0946005350454789,0.07842964151952914
0.0,0.18000000000000005,0.82,18/22,0.07430176565008027,0.17262632423756022,0.09277945425361162,0.07430176565008027
0.0,0.17000000000000004,0.83,18/22,0.07017388978063137,0.17248041733547353,0.09095837346174429,0.07017388978063137
0.0,0.16000000000000003,0.84,18/22,0.06604601391118246,0.17233451043338688,0.089137292669877,0.06604601391118246
0.0,0.15000000000000002,0.85,18/22,0.06191813804173356,0.17218860353130017,0.08731621187800967,0.06191813804173356
0.0,0.14,0.86,18/22,0.05779026217228465,0.1720426966292135,0.08549513108614237,0.05779026217228465
0.0,0.13,0.87,18/22,0.05366238630283574,0.17189678972712683,0.08367405029427505,0.05366238630283574
0.0,0.12,0.88,18/22,0.04953451043338684,0.17175088282504017,0.08185296950240775,0.04953451043338684
0.0,0.10999999999999999,0.89,18/22,0.04540663456393793,0.17160497592295348,0.08003188871054044,0.04540663456393793
0.0,0.09999999999999998,0.9,18/22,0.04127875869448902,0.17145906902086683,0.07821080791867313,0.04127875869448902
0.0,0.08999999999999997,0.91,18/22,0.037150882825040116,0.17131316211878012,0.07638972712680582,0.037150882825040116
0.0,0.07999999999999996,0.92,18/22,0.03302300695559121,0.17116725521669346,0.07456864633493851,0.03302300695559121
0.0,0.06999999999999995,0.93,18/22,0.028895131086142303,0.17102134831460677,0.0727475655430712,0.028895131086142303
0.0,0.06000000000000005,0.94,18/22,0.02476725521669344,0.1708754414125201,0.07092648475120392,0.02476725521669344
0.0,0.050000000000000044,0.95,18/22,0.020639379347244535,0.17072953451043343,0.0691054039593366,0.020639379347244535
0.0,0.040000000000000036,0.96,18/22,0.016511503477795626,0.17058362760834675,0.0672843231674693,0.016511503477795626
0.0,0.030000000000000027,0.97,18/22,0.01238362760834672,0.1704377207062601,0.06546324237560198,0.01238362760834672
0.0,0.020000000000000018,0.98,18/22,0.008255751738897813,0.17029181380417338,0.06364216158373467,0.008255751738897813
0.0,0.010000000000000009,0.99,18/22,0.004127875869448907,0.17014590690208672,0.061821080791867364,0.004127875869448907
0.0,0.0,1.0,18/22,0.0,0.17000000000000004,0.06000000000000005,0.0
0.01,0.99,0.0,15/18,0.18364237554432555,0.18364237554432555,0.2404427578342875,0.40910508678587604
0.01,0.98,0.01,15/18,0.1834964686422389,0.1834964686422389,0.23862167704242018,0.40497721091642713
0.01,0.97,0.02,15/18,0.1833505617401522,0.1833505617401522,0.23680059625055289,0.40084933504697823
0.01,0.96,0.03,15/18,0.18320465483806553,0.18320465483806553,0.23497951545868556,0.3967214591775293
0.01,0.95,0.04,15/18,0.18305874793597884,0.18305874793597884,0.2331584346668183,0.3925935833080804
0.01,0.94,0.05,15/18,0.1829128410338922,0.1829128410338922,0.23133735387495097,0.3884657074386315
0.01,0.9299999999999999,0.06,15/18,0.1827669341318055,0.1827669341318055,0.22951627308308364,0.3843378315691826
0.01,0.9199999999999999,0.07,15/18,0.18262102722971882,0.18262102722971882,0.22769519229121635,0.3802099556997337
0.01,0.91,0.08,15/18,0.18247512032763216,0.18247512032763216,0.22587411149934905,0.37608207983028485
0.01,0.9,0.09,15/18,0.18232921342554548,0.18232921342554548,0.22405303070748175,0.3719542039608359
0.01,0.89,0.1,15/18,0.18218330652345882,0.18218330652345882,0.22223194991561443,0.367826328091387
0.01,0.88,0.11,15/18,0.1820373996213721,0.1820373996213721,0.2204108691237471,0.3636984522219381
0.01,0.87,0.12,15/18,0.18189149271928545,0.18189149271928545,0.2185897883318798,0.3595705763524892
0.01,0.86,0.13,15/18,0.18174558581719877,0.18174558581719877,0.2167687075400125,0.3554427004830403
0.01,0.85,0.14,15/18,0.1815996789151121,0.1815996789151121,0.21494762674814522,0.35131482461359137
0.01,0.84,0.15,15/18,0.1814537720130254,0.1814537720130254,0.2131265459562779,0.34718694874414247
0.01,0.83,0.16,15/18,0.18130786511093874,0.18130786511093874,0.21130546516441057,0.34305907287469356
0.01,0.82,0.17,15/18,0.18116195820885206,0.18116195820885206,0.20948438437254327,0.33893119700524466
0.01,0.81,0.18,15/18,0.1810160513067654,0.1810160513067654,0.20766330358067597,0.3348033211357958
0.01,0.8,0.19,15/18,0.18087014440467875,0.18087014440467875,0.20584222278880868,0.3306754452663469
0.01,0.79,0.2,15/18,0.18072423750259203,0.18072423750259203,0.20402114199694135,0.326547569396898
0.01,0.78,0.21,15/18,0.18057833060050538,0.18057833060050538,0.20220006120507403,0.3224196935274491
0.01,0.77,0.22,15/18,0.1804324236984187,0.1804324236984187,0.20037898041320676,0.3182918176580002
0.01,0.76,0.23,15/18,0.180286516796332,0.180286516796332,0.19855789962133943,0.3141639417885513
0.01,0.75,0.24,15/18,0.18014060989424532,0.18014060989424532,0.19673681882947214,0.3100360659191024
0.01,0.74,0.25,15/18,0.17999470299215864,0.17999470299215864,0.1949157380376048,0.3059081900496535
0.01,0.73,0.26,15/18,0.17984879609007198,0.17984879609007198,0.1930946572457375,0.30178031418020457
0.01,0.72,0.27,15/18,0.1797028891879853,0.1797028891879853,0.1912735764538702,0.29765243831075566
0.01,0.71,0.28,15/18,0.17955698228589861,0.17955698228589861,0.18945249566200287,0.29352456244130676
0.01,0.7,0.29,15/18,0.17941107538381193,0.17941107538381193,0.18763141487013557,0.28939668657185785
0.01,0.69,0.3,15/18,0.17926516848172527,0.17926516848172527,0.18581033407826825,0.28526881070240895
0.01,0.6799999999999999,0.31,15/18,0.1791192615796386,0.1791192615796386,0.18398925328640095,0.28114093483296
0.01,0.6699999999999999,0.32,15/18,0.1789733546775519,0.1789733546775519,0.18216817249453365,0.2770130589635111
0.01,0.6599999999999999,0.33,15/18,0.17882744777546525,0.17882744777546525,0.18034709170266633,0.2728851830940622
0.01,0.6499999999999999,0.34,16/18,0.17852601091079903,0.17868154087337856,0.17852601091079903,0.2687573072246133
0.01,0.64,0.35,16/18,0.17670493011893174,0.1785356339712919,0.17670493011893174,0.2646294313551644
0.01,0.63,0.36,16/18,0.1748838493270644,0.17838972706920522,0.1748838493270644,0.2605015554857155
0.01,0.62,0.37,16/18,0.17306276853519711,0.17824382016711854,0.17306276853519711,0.2563736796162666
0.01,0.61,0.38,16/18,0.1712416877433298,0.17809791326503188,0.1712416877433298,0.2522458037468177
0.01,0.6,0.39,16/18,0.1694206069514625,0.17795200636294517,0.1694206069514625,0.2481179278773688
0.01,0.59,0.4,16/18,0.1675995261595952,0.1778060994608585,0.1675995261595952,0.2439900520079199
0.01,0.5800000000000001,0.41,16/18,0.1657784453677279,0.17766019255877186,0.1657784453677279,0.23986217613847105
0.01,0.5700000000000001,0.42,16/18,0.1639573645758606,0.1775142856566852,0.1639573645758606,0.23573430026902215
0.01,0.56,0.43,16/18,0.16213628378399328,0.1773683787545985,0.16213628378399328,0.2316064243995732
0.01,0.55,0.44,16/18,0.16031520299212598,0.17722247185251183,0.16031520299212598,0.2274785485301243
0.01,0.54,0.45,16/18,0.15849412220025866,0.17707656495042515,0.15849412220025866,0.2233506726606754
0.01,0.53,0.46,16/18,0.15667304140839133,0.17693065804833846,0.15667304140839133,0.2192227967912265
0.01,0.52,0.47,16/18,0.15485196061652404,0.17678475114625178,0.15485196061652404,0.2150949209217776
0.01,0.51,0.48,16/18,0.1530308798246567,0.1766388442441651,0.1530308798246567,0.2109670450523287
0.01,0.5,0.49,16/18,0.15120979903278942,0.17649293734207844,0.15120979903278942,0.20683916918287978
0.01,0.49,0.5,16/18,0.1493887182409221,0.17634703043999175,0.1493887182409221,0.20271129331343088
0.01,0.48,0.51,16/18,0.14756763744905477,0.17620112353790507,0.14756763744905477,0.19858341744398197
0.01,0.47,0.52,16/18,0.14574655665718747,0.1760552166358184,0.14574655665718747,0.19445554157453307
0.01,0.45999999999999996,0.53,16/18,0.14392547586532017,0.17590930973373173,0.14392547586532017,0.19032766570508416
0.01,0.44999999999999996,0.54,16/18,0.14210439507345285,0.17576340283164504,0.14210439507345285,0.18619978983563526
0.01,0.43999999999999995,0.55,16/18,0.14028331428158552,0.1756174959295584,0.14028331428158552,0.18207191396618636
0.01,0.42999999999999994,0.56,16/18,0.13846223348971826,0.17547158902747167,0.13846223348971826,0.17794403809673742
0.01,0.42000000000000004,0.57,16/18,0.13664115269785096,0.17532568212538502,0.13664115269785096,0.17381616222728857
0.01,0.41000000000000003,0.58,16/18,0.13482007190598363,0.17517977522329836,0.13482007190598363,0.16968828635783967
0.01,0.4,0.59,16/18,0.13299899111411634,0.17503386832121165,0.13299899111411634,0.16556041048839076
0.01,0.39,0.6,16/18,0.13117791032224901,0.174887961419125,0.13117791032224901,0.16143253461894186
0.01,0.38,0.61,16/18,0.12935682953038172,0.17474205451703834,0.12935682953038172,0.15730465874949295
0.01,0.37,0.62,16/18,0.1275357487385144,0.17459614761495162,0.1275357487385144,0.15317678288004405
0.01,0.36,0.63,16/18,0.1257146679466471,0.17445024071286497,0.1257146679466471,0.14904890701059514
0.01,0.35,0.64,16/18,0.12389358715477977,0.17430433381077826,0.12389358715477977,0.14492103114114624
0.01,0.33999999999999997,0.65,16/18,0.12207250636291248,0.1741584269086916,0.12207250636291248,0.1407931552716973
0.01,0.32999999999999996,0.66,16/18,0.12025142557104516,0.17401252000660494,0.12025142557104516,0.1366652794022484
0.01,0.31999999999999995,0.67,16/18,0.11843034477917785,0.17386661310451823,0.11843034477917785,0.1325374035327995
0.01,0.30999999999999994,0.68,16/18,0.11660926398731053,0.17372070620243157,0.11660926398731053,0.1284095276633506
0.01,0.30000000000000004,0.69,16/18,0.11478818319544325,0.1735747993003449,0.11478818319544325,0.12428165179390174
0.01,0.29000000000000004,0.7,16/18,0.11296710240357595,0.17342889239825823,0.11296710240357595,0.12015377592445284
0.01,0.28,0.71,16/18,0.11114602161170864,0.17328298549617155,0.11114602161170864,0.11602590005500392
0.01,0.27,0.72,16/18,0.10932494081984132,0.17313707859408486,0.10932494081984132,0.11189802418555501
0.01,0.26,0.73,16/18,0.10750386002797402,0.17299117169199818,0.10750386002797402,0.10777014831610611
0.01,0.25,0.74,18/22,0.1036422724466572,0.17284526478991152,0.10568277923610671,0.1036422724466572
0.01,0.24,0.75,18/22,0.0995143965772083,0.17269935788782484,0.1038616984442394,0.0995143965772083
0.01,0.22999999999999998,0.76,18/22,0.0953865207077594,0.17255345098573815,0.1020406176523721,0.0953865207077594
0.01,0.21999999999999997,0.77,18/22,0.09125864483831049,0.1724075440836515,0.10021953686050478,0.09125864483831049
0.01,0.20999999999999996,0.78,18/22,0.08713076896886157,0.1722616371815648,0.09839845606863748,0.08713076896886157
0.01,0.19999999999999996,0.79,18/22,0.08300289309941267,0.17211573027947813,0.09657737527677016,0.08300289309941267
0.01,0.18999999999999995,0.8,18/22,0.07887501722996376,0.17196982337739145,0.09475629448490286,0.07887501722996376
0.01,0.17999999999999994,0.81,18/22,0.07474714136051486,0.1718239164753048,0.09293521369303553,0.07474714136051486
0.01,0.17000000000000004,0.82,18/22,0.070619265491066,0.1716780095732181,0.09111413290116825,0.070619265491066
0.01,0.16000000000000003,0.83,18/22,0.06649138962161709,0.17153210267113142,0.08929305210930094,0.06649138962161709
0.01,0.15000000000000002,0.84,18/22,0.06236351375216818,0.17138619576904476,0.08747197131743363,0.06236351375216818
0.01,0.14,0.85,18/22,0.058235637882719266,0.17124028886695805,0.08565089052556632,0.058235637882719266
0.01,0.13,0.86,18/22,0.05410776201327036,0.1710943819648714,0.08382980973369901,0.05410776201327036
0.01,0.12,0.87,18/22,0.049979886143821456,0.1709484750627847,0.0820087289418317,0.049979886143821456
0.01,0.10999999999999999,0.88,18/22,0.04585201027437255,0.17080256816069805,0.08018764814996439,0.04585201027437255
0.01,0.09999999999999998,0.89,18/22,0.04172413440492364,0.17065666125861137,0.07836656735809708,0.04172413440492364
0.01,0.08999999999999997,0.9,18/22,0.037596258535474734,0.1705107543565247,0.07654548656622977,0.037596258535474734
0.01,0.07999999999999996,0.91,18/22,0.03346838266602583,0.170364847454438,0.07472440577436246,0.03346838266602583
0.01,0.06999999999999995,0.92,18/22,0.02934050679657692,0.17021894055235132,0.07290332498249516,0.02934050679657692
0.01,0.05999999999999994,0.93,18/22,0.025212630927128013,0.17007303365026466,0.07108224419062785,0.025212630927128013
0.01,0.050000000000000044,0.94,18/22,0.021084755057679153,0.16992712674817798,0.06926116339876055,0.021084755057679153
0.01,0.040000000000000036,0.95,18/22,0.016956879188230245,0.16978121984609132,0.06744008260689324,0.016956879188230245
0.01,0.030000000000000027,0.96,18/22,0.012829003318781338,0.16963531294400463,0.06561900181502593,0.012829003318781338
0.01,0.020000000000000018,0.97,18/22,0.008701127449332432,0.16948940604191798,0.06379792102315862,0.008701127449332432
0.01,0.010000000000000009,0.98,18/22,0.004573251579883525,0.16934349913983127,0.06197684023129132,0.004573251579883525
0.01,0.0,0.99,18/22,0.000445375710434619,0.16919759223774458,0.06015575943942401,0.000445375710434619
0.02,0.98,0.0,15/18,0.18269406087998347,0.18269406087998347,0.23877743648184413,0.40542258662686176
0.02,0.97,0.01,15/18,0.18254815397789678,0.18254815397789678,0.2369563556899768,0.40129471075741285
0.02,0.96,0.02,15/18,0.18240224707581013,0.18240224707581013,0.2351352748981095,0.39716683488796395
0.02,0.95,0.03,15/18,0.1822563401737234,0.1822563401737234,0.2333141941062422,0.39303895901851504
0.02,0.94,0.04,15/18,0.18211043327163676,0.18211043327163676,0.23149311331437492,0.38891108314906614
0.02,0.9299999999999999,0.05,15/18,0.18196452636955007,0.18196452636955007,0.2296720325225076,0.38478320727961723
0.02,0.9199999999999999,0.06,15/18,0.18181861946746342,0.18181861946746342,0.22785095173064027,0.38065533141016833
0.02,0.9099999999999999,0.07,15/18,0.1816727125653767,0.1816727125653767,0.22602987093877297,0.3765274555407194
0.02,0.9,0.08,15/18,0.18152680566329005,0.18152680566329005,0.22420879014690567,0.3723995796712705
0.02,0.89,0.09,15/18,0.1813808987612034,0.1813808987612034,0.22238770935503838,0.3682717038018216
0.02,0.88,0.1,15/18,0.1812349918591167,0.1812349918591167,0.22056662856317105,0.3641438279323727
0.02,0.87,0.11,15/18,0.18108908495703002,0.18108908495703002,0.21874554777130373,0.3600159520629238
0.02,0.86,0.12,15/18,0.18094317805494334,0.18094317805494334,0.21692446697943646,0.3558880761934749
0.02,0.85,0.13,15/18,0.18079727115285668,0.18079727115285668,0.21510338618756913,0.351760200324026
0.02,0.84,0.14,15/18,0.18065136425077,0.18065136425077,0.21328230539570184,0.3476323244545771
0.02,0.83,0.15,15/18,0.1805054573486833,0.1805054573486833,0.2114612246038345,0.3435044485851282
0.02,0.82,0.16,15/18,0.18035955044659663,0.18035955044659663,0.2096401438119672,0.3393765727156793
0.02,0.8099999999999999,0.17,15/18,0.18021364354450994,0.18021364354450994,0.2078190630200999,0.3352486968462304
0.02,0.8,0.18,15/18,0.18006773664242332,0.18006773664242332,0.2059979822282326,0.3311208209767815
0.02,0.79,0.19,15/18,0.1799218297403366,0.1799218297403366,0.2041769014363653,0.3269929451073326
0.02,0.78,0.2,15/18,0.17977592283824995,0.17977592283824995,0.20235582064449797,0.3228650692378837
0.02,0.77,0.21,15/18,0.17963001593616326,0.17963001593616326,0.20053473985263068,0.3187371933684348
0.02,0.76,0.22,15/18,0.1794841090340766,0.1794841090340766,0.19871365906076338,0.3146093174989859
0.02,0.75,0.23,15/18,0.17933820213198992,0.17933820213198992,0.19689257826889606,0.310481441629537
0.02,0.74,0.24,15/18,0.1791922952299032,0.1791922952299032,0.19507149747702876,0.3063535657600881
0.02,0.73,0.25,15/18,0.17904638832781655,0.17904638832781655,0.19325041668516144,0.3022256898906392
0.02,0.72,0.26,15/18,0.17890048142572987,0.17890048142572987,0.1914293358932941,0.2980978140211903
0.02,0.71,0.27,15/18,0.1787545745236432,0.1787545745236432,0.18960825510142681,0.2939699381517414
0.02,0.7,0.28,15/18,0.17860866762155653,0.17860866762155653,0.1877871743095595,0.2898420622822925
0.02,0.69,0.29,15/18,0.17846276071946984,0.17846276071946984,0.18596609351769217,0.2857141864128436
0.02,0.6799999999999999,0.3,15/18,0.17831685381738316,0.17831685381738316,0.1841450127258249,0.2815863105433946
0.02,0.6699999999999999,0.31,15/18,0.17817094691529645,0.17817094691529645,0.18232393193395757,0.2774584346739457
0.02,0.6599999999999999,0.32,15/18,0.1780250400132098,0.1780250400132098,0.18050285114209028,0.2733305588044968
0.02,0.6499999999999999,0.33,15/18,0.17787913311112313,0.17787913311112313,0.17868177035022295,0.2692026829350479
0.02,0.6399999999999999,0.34,16/18,0.17686068955835565,0.17773322620903645,0.17686068955835565,0.265074807065599
0.02,0.63,0.35,16/18,0.17503960876648836,0.1775873193069498,0.17503960876648836,0.26094693119615014
0.02,0.62,0.36,16/18,0.17321852797462103,0.1774414124048631,0.17321852797462103,0.25681905532670124
0.02,0.61,0.37,16/18,0.17139744718275374,0.17729550550277642,0.17139744718275374,0.25269117945725234
0.02,0.6,0.38,16/18,0.1695763663908864,0.17714959860068974,0.1695763663908864,0.24856330358780343
0.02,0.59,0.39,16/18,0.16775528559901914,0.17700369169860308,0.16775528559901914,0.24443542771835453
0.02,0.58,0.4,16/18,0.16593420480715182,0.1768577847965164,0.16593420480715182,0.24030755184890562
0.02,0.5700000000000001,0.41,16/18,0.16411312401528452,0.17671187789442974,0.16411312401528452,0.23617967597945677
0.02,0.56,0.42,16/18,0.16229204322341723,0.17656597099234306,0.16229204322341723,0.23205180011000784
0.02,0.55,0.43,16/18,0.1604709624315499,0.17642006409025637,0.1604709624315499,0.22792392424055893
0.02,0.54,0.44,16/18,0.1586498816396826,0.1762741571881697,0.1586498816396826,0.22379604837111003
0.02,0.53,0.45,16/18,0.15682880084781528,0.17612825028608303,0.15682880084781528,0.21966817250166112
0.02,0.52,0.46,16/18,0.15500772005594798,0.17598234338399635,0.15500772005594798,0.21554029663221222
0.02,0.51,0.47,16/18,0.1531866392640807,0.17583643648190966,0.1531866392640807,0.21141242076276331
0.02,0.5,0.48,16/18,0.15136555847221336,0.175690529579823,0.15136555847221336,0.2072845448933144
0.02,0.49,0.49,16/18,0.14954447768034607,0.1755446226777363,0.14954447768034607,0.2031566690238655
0.02,0.48,0.5,16/18,0.14772339688847874,0.17539871577564964,0.14772339688847874,0.1990287931544166
0.02,0.47,0.51,16/18,0.14590231609661145,0.17525280887356298,0.14590231609661145,0.1949009172849677
0.02,0.45999999999999996,0.52,16/18,0.14408123530474412,0.17510690197147627,0.14408123530474412,0.1907730414155188
0.02,0.44999999999999996,0.53,16/18,0.14226015451287682,0.1749609950693896,0.14226015451287682,0.18664516554606989
0.02,0.43999999999999995,0.54,16/18,0.1404390737210095,0.17481508816730296,0.1404390737210095,0.18251728967662098
0.02,0.42999999999999994,0.55,16/18,0.1386179929291422,0.17466918126521624,0.1386179929291422,0.17838941380717205
0.02,0.41999999999999993,0.56,16/18,0.1367969121372749,0.1745232743631296,0.1367969121372749,0.17426153793772314
