误差倍数,误差标准差,repeat,方案,确定达标比例,确定未达标比例,区间不确定比例,已知状态达标率,状态改变率
0.5,0.0018579327921000007,2,问题2_18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,2,问题2_16_18,0.8539325842696629,0.06741573033707865,0.07865168539325842,0.926829268292683,0.02247191011235955
0.5,0.0018579327921000007,3,v2数据切点35.33,0.9176029962546817,0.02247191011235955,0.0599250936329588,0.9760956175298805,0.018726591760299626
0.5,0.0018579327921000007,3,v2整数切点35_开发18_23,0.9176029962546817,0.02247191011235955,0.0599250936329588,0.9760956175298805,0.018726591760299626
0.5,0.0018579327921000007,3,v2整数切点35_部署18_22,0.9176029962546817,0.02247191011235955,0.0599250936329588,0.9760956175298805,0.018726591760299626
0.5,0.0018579327921000007,3,问题2_18_22,0.9213483146067416,0.02247191011235955,0.056179775280898875,0.9761904761904762,0.018726591760299626
0.5,0.0018579327921000007,3,问题2_16_18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.026217228464419477
0.5,0.0018579327921000007,4,v2数据切点35.33,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.011235955056179775
0.5,0.0018579327921000007,4,v2整数切点35_开发18_23,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.011235955056179775
0.5,0.0018579327921000007,4,v2整数切点35_部署18_22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.011235955056179775
0.5,0.0018579327921000007,4,问题2_18_22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.011235955056179775
0.5,0.0018579327921000007,4,问题2_16_18,0.8614232209737828,0.06367041198501873,0.0749063670411985,0.9311740890688259,0.0149812734082397
0.5,0.0018579327921000007,5,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.003745318352059925
0.5,0.0018579327921000007,5,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.003745318352059925
0.5,0.0018579327921000007,5,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.003745318352059925
0.5,0.0018579327921000007,5,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.003745318352059925
0.5,0.0018579327921000007,5,问题2_16_18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.00749063670411985
0.5,0.0018579327921000007,6,v2数据切点35.33,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,6,v2整数切点35_开发18_23,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,6,v2整数切点35_部署18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.02247191011235955
0.5,0.0018579327921000007,6,问题2_18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.02247191011235955
0.5,0.0018579327921000007,6,问题2_16_18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.026217228464419477
0.5,0.0018579327921000007,7,v2数据切点35.33,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,7,v2整数切点35_开发18_23,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,7,v2整数切点35_部署18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.018726591760299626
0.5,0.0018579327921000007,7,问题2_18_22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.018726591760299626
0.5,0.0018579327921000007,7,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.02247191011235955
0.5,0.0018579327921000007,8,v2数据切点35.33,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.018726591760299626
0.5,0.0018579327921000007,8,v2整数切点35_开发18_23,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.018726591760299626
0.5,0.0018579327921000007,8,v2整数切点35_部署18_22,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.018726591760299626
0.5,0.0018579327921000007,8,问题2_18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,8,问题2_16_18,0.846441947565543,0.06741573033707865,0.08614232209737828,0.9262295081967213,0.0299625468164794
0.5,0.0018579327921000007,9,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,9,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,9,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,9,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.02247191011235955
0.5,0.0018579327921000007,9,问题2_16_18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.0299625468164794
0.5,0.0018579327921000007,10,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
0.5,0.0018579327921000007,10,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
0.5,0.0018579327921000007,10,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
0.5,0.0018579327921000007,10,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.0149812734082397
0.5,0.0018579327921000007,10,问题2_16_18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.0149812734082397
0.5,0.0018579327921000007,11,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.0149812734082397
0.5,0.0018579327921000007,11,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.0149812734082397
0.5,0.0018579327921000007,11,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.0149812734082397
0.5,0.0018579327921000007,11,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.0149812734082397
0.5,0.0018579327921000007,11,问题2_16_18,0.850187265917603,0.06367041198501873,0.08614232209737828,0.930327868852459,0.018726591760299626
0.5,0.0018579327921000007,12,v2数据切点35.33,0.9288389513108615,0.02247191011235955,0.04868913857677903,0.9763779527559056,0.0149812734082397
0.5,0.0018579327921000007,12,v2整数切点35_开发18_23,0.9288389513108615,0.02247191011235955,0.04868913857677903,0.9763779527559056,0.0149812734082397
0.5,0.0018579327921000007,12,v2整数切点35_部署18_22,0.9288389513108615,0.02247191011235955,0.04868913857677903,0.9763779527559056,0.0149812734082397
0.5,0.0018579327921000007,12,问题2_18_22,0.9325842696629213,0.02247191011235955,0.0449438202247191,0.9764705882352941,0.0149812734082397
0.5,0.0018579327921000007,12,问题2_16_18,0.8614232209737828,0.0449438202247191,0.09363295880149813,0.9504132231404959,0.02247191011235955
0.5,0.0018579327921000007,13,v2数据切点35.33,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.0149812734082397
0.5,0.0018579327921000007,13,v2整数切点35_开发18_23,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.0149812734082397
0.5,0.0018579327921000007,13,v2整数切点35_部署18_22,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.0149812734082397
0.5,0.0018579327921000007,13,问题2_18_22,0.9138576779026217,0.03745318352059925,0.04868913857677903,0.9606299212598425,0.0149812734082397
0.5,0.0018579327921000007,13,问题2_16_18,0.846441947565543,0.0599250936329588,0.09363295880149813,0.9338842975206612,0.018726591760299626
0.5,0.0018579327921000007,14,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,14,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,14,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,14,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,14,问题2_16_18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.018726591760299626
0.5,0.0018579327921000007,15,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.02247191011235955
0.5,0.0018579327921000007,15,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.02247191011235955
0.5,0.0018579327921000007,15,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.02247191011235955
0.5,0.0018579327921000007,15,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
0.5,0.0018579327921000007,15,问题2_16_18,0.8651685393258427,0.0599250936329588,0.0749063670411985,0.9352226720647774,0.02247191011235955
0.5,0.0018579327921000007,16,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,16,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,16,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,16,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.018726591760299626
0.5,0.0018579327921000007,16,问题2_16_18,0.850187265917603,0.0599250936329588,0.0898876404494382,0.934156378600823,0.0299625468164794
0.5,0.0018579327921000007,17,v2数据切点35.33,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.0149812734082397
0.5,0.0018579327921000007,17,v2整数切点35_开发18_23,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.0149812734082397
0.5,0.0018579327921000007,17,v2整数切点35_部署18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.0149812734082397
0.5,0.0018579327921000007,17,问题2_18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.0149812734082397
0.5,0.0018579327921000007,17,问题2_16_18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.018726591760299626
0.5,0.0018579327921000007,18,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0149812734082397
0.5,0.0018579327921000007,18,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0149812734082397
0.5,0.0018579327921000007,18,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0149812734082397
0.5,0.0018579327921000007,18,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
0.5,0.0018579327921000007,18,问题2_16_18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.018726591760299626
0.5,0.0018579327921000007,19,v2数据切点35.33,0.9176029962546817,0.04119850187265917,0.04119850187265917,0.95703125,0.018726591760299626
0.5,0.0018579327921000007,19,v2整数切点35_开发18_23,0.9176029962546817,0.04119850187265917,0.04119850187265917,0.95703125,0.018726591760299626
0.5,0.0018579327921000007,19,v2整数切点35_部署18_22,0.9176029962546817,0.04119850187265917,0.04119850187265917,0.95703125,0.018726591760299626
0.5,0.0018579327921000007,19,问题2_18_22,0.9213483146067416,0.04119850187265917,0.03745318352059925,0.9571984435797666,0.018726591760299626
0.5,0.0018579327921000007,19,问题2_16_18,0.846441947565543,0.056179775280898875,0.09737827715355805,0.9377593360995851,0.026217228464419477
0.5,0.0018579327921000007,20,v2数据切点35.33,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.026217228464419477
0.5,0.0018579327921000007,20,v2整数切点35_开发18_23,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.026217228464419477
0.5,0.0018579327921000007,20,v2整数切点35_部署18_22,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.026217228464419477
0.5,0.0018579327921000007,20,问题2_18_22,0.9213483146067416,0.03745318352059925,0.04119850187265917,0.9609375,0.026217228464419477
0.5,0.0018579327921000007,20,问题2_16_18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.0299625468164794
0.5,0.0018579327921000007,21,v2数据切点35.33,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.011235955056179775
0.5,0.0018579327921000007,21,v2整数切点35_开发18_23,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.011235955056179775
0.5,0.0018579327921000007,21,v2整数切点35_部署18_22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.011235955056179775
0.5,0.0018579327921000007,21,问题2_18_22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
0.5,0.0018579327921000007,21,问题2_16_18,0.8576779026217228,0.052434456928838954,0.0898876404494382,0.9423868312757202,0.003745318352059925
0.5,0.0018579327921000007,22,v2数据切点35.33,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,22,v2整数切点35_开发18_23,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,22,v2整数切点35_部署18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,22,问题2_18_22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.011235955056179775
0.5,0.0018579327921000007,22,问题2_16_18,0.8576779026217228,0.04868913857677903,0.09363295880149813,0.9462809917355371,0.011235955056179775
0.5,0.0018579327921000007,23,v2数据切点35.33,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.026217228464419477
0.5,0.0018579327921000007,23,v2整数切点35_开发18_23,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.026217228464419477
0.5,0.0018579327921000007,23,v2整数切点35_部署18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.026217228464419477
0.5,0.0018579327921000007,23,问题2_18_22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.026217228464419477
0.5,0.0018579327921000007,23,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.033707865168539325
0.5,0.0018579327921000007,24,v2数据切点35.33,0.9250936329588015,0.033707865168539325,0.04119850187265917,0.96484375,0.0149812734082397
0.5,0.0018579327921000007,24,v2整数切点35_开发18_23,0.9250936329588015,0.033707865168539325,0.04119850187265917,0.96484375,0.0149812734082397
0.5,0.0018579327921000007,24,v2整数切点35_部署18_22,0.9250936329588015,0.033707865168539325,0.04119850187265917,0.96484375,0.0149812734082397
0.5,0.0018579327921000007,24,问题2_18_22,0.9288389513108615,0.033707865168539325,0.03745318352059925,0.9649805447470817,0.0149812734082397
0.5,0.0018579327921000007,24,问题2_16_18,0.8726591760299626,0.04868913857677903,0.07865168539325842,0.9471544715447154,0.018726591760299626
0.5,0.0018579327921000007,25,v2数据切点35.33,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.00749063670411985
0.5,0.0018579327921000007,25,v2整数切点35_开发18_23,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.00749063670411985
0.5,0.0018579327921000007,25,v2整数切点35_部署18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.00749063670411985
0.5,0.0018579327921000007,25,问题2_18_22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.00749063670411985
0.5,0.0018579327921000007,25,问题2_16_18,0.8689138576779026,0.052434456928838954,0.07865168539325842,0.943089430894309,0.0149812734082397
0.5,0.0018579327921000007,26,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
0.5,0.0018579327921000007,26,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
0.5,0.0018579327921000007,26,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.011235955056179775
0.5,0.0018579327921000007,26,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.011235955056179775
0.5,0.0018579327921000007,26,问题2_16_18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.018726591760299626
0.5,0.0018579327921000007,27,v2数据切点35.33,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
0.5,0.0018579327921000007,27,v2整数切点35_开发18_23,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
0.5,0.0018579327921000007,27,v2整数切点35_部署18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
0.5,0.0018579327921000007,27,问题2_18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.018726591760299626
0.5,0.0018579327921000007,27,问题2_16_18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.018726591760299626
0.5,0.0018579327921000007,28,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0149812734082397
0.5,0.0018579327921000007,28,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0149812734082397
0.5,0.0018579327921000007,28,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.0149812734082397
0.5,0.0018579327921000007,28,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
0.5,0.0018579327921000007,28,问题2_16_18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.0299625468164794
0.5,0.0018579327921000007,29,v2数据切点35.33,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.026217228464419477
0.5,0.0018579327921000007,29,v2整数切点35_开发18_23,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.026217228464419477
0.5,0.0018579327921000007,29,v2整数切点35_部署18_22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.026217228464419477
0.5,0.0018579327921000007,29,问题2_18_22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.026217228464419477
0.5,0.0018579327921000007,29,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.04119850187265917
0.5,0.0018579327921000007,30,v2数据切点35.33,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,30,v2整数切点35_开发18_23,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,30,v2整数切点35_部署18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,30,问题2_18_22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.011235955056179775
0.5,0.0018579327921000007,30,问题2_16_18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.018726591760299626
0.5,0.0018579327921000007,31,v2数据切点35.33,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.02247191011235955
0.5,0.0018579327921000007,31,v2整数切点35_开发18_23,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.02247191011235955
0.5,0.0018579327921000007,31,v2整数切点35_部署18_22,0.9026217228464419,0.0299625468164794,0.06741573033707865,0.9678714859437751,0.02247191011235955
0.5,0.0018579327921000007,31,问题2_18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.02247191011235955
0.5,0.0018579327921000007,31,问题2_16_18,0.850187265917603,0.06741573033707865,0.08239700374531835,0.926530612244898,0.026217228464419477
0.5,0.0018579327921000007,32,v2数据切点35.33,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,32,v2整数切点35_开发18_23,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,32,v2整数切点35_部署18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.011235955056179775
0.5,0.0018579327921000007,32,问题2_18_22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.011235955056179775
0.5,0.0018579327921000007,32,问题2_16_18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.0149812734082397
0.5,0.0018579327921000007,33,v2数据切点35.33,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.003745318352059925
0.5,0.0018579327921000007,33,v2整数切点35_开发18_23,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.003745318352059925
0.5,0.0018579327921000007,33,v2整数切点35_部署18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.003745318352059925
0.5,0.0018579327921000007,33,问题2_18_22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.003745318352059925
0.5,0.0018579327921000007,33,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.02247191011235955
0.5,0.0018579327921000007,34,v2数据切点35.33,0.9026217228464419,0.033707865168539325,0.06367041198501873,0.964,0.018726591760299626
0.5,0.0018579327921000007,34,v2整数切点35_开发18_23,0.9026217228464419,0.033707865168539325,0.06367041198501873,0.964,0.018726591760299626
0.5,0.0018579327921000007,34,v2整数切点35_部署18_22,0.9026217228464419,0.033707865168539325,0.06367041198501873,0.964,0.018726591760299626
0.5,0.0018579327921000007,34,问题2_18_22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.018726591760299626
0.5,0.0018579327921000007,34,问题2_16_18,0.850187265917603,0.06367041198501873,0.08614232209737828,0.930327868852459,0.02247191011235955
0.5,0.0018579327921000007,35,v2数据切点35.33,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,35,v2整数切点35_开发18_23,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,35,v2整数切点35_部署18_22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
0.5,0.0018579327921000007,35,问题2_18_22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.018726591760299626
0.5,0.0018579327921000007,35,问题2_16_18,0.850187265917603,0.0599250936329588,0.0898876404494382,0.934156378600823,0.0299625468164794
0.5,0.0018579327921000007,36,v2数据切点35.33,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.00749063670411985
0.5,0.0018579327921000007,36,v2整数切点35_开发18_23,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.00749063670411985
0.5,0.0018579327921000007,36,v2整数切点35_部署18_22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.00749063670411985
0.5,0.0018579327921000007,36,问题2_18_22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.00749063670411985
0.5,0.0018579327921000007,36,问题2_16_18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.0149812734082397
0.5,0.0018579327921000007,37,v2数据切点35.33,0.898876404494382,0.033707865168539325,0.06741573033707865,0.963855421686747,0.02247191011235955
0.5,0.0018579327921000007,37,v2整数切点35_开发18_23,0.898876404494382,0.033707865168539325,0.06741573033707865,0.963855421686747,0.02247191011235955
0.5,0.0018579327921000007,37,v2整数切点35_部署18_22,0.898876404494382,0.033707865168539325,0.06741573033707865,0.963855421686747,0.02247191011235955
0.5,0.0018579327921000007,37,问题2_18_22,0.9026217228464419,0.033707865168539325,0.06367041198501873,0.964,0.02247191011235955
0.5,0.0018579327921000007,37,问题2_16_18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.0299625468164794
0.5,0.0018579327921000007,38,v2数据切点35.33,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.0149812734082397
