repeat,converged,week_c,week_c2,bmi_c,week_c:bmi_c,随机截距方差,随机截距退化
108,True,0.16716995314554906,0.04181905309154681,-0.08470591440717613,-0.005537293181955479,0.1646915904290421,False
109,True,0.15084827014911759,0.04309549964264997,-0.10176330690343444,0.012868104125168872,0.17148239172547816,False
110,True,0.1914676916454639,0.05463042334705281,-0.10935567961092382,-0.021938960094298077,0.20623420335985027,False
111,True,0.16365313291599423,0.05148180231936364,-0.1110137705407627,-0.004708446987620779,0.1726669579322287,False
112,True,0.16253722820745758,0.031917596789228446,-0.043648634352256396,0.013761808537269351,0.20270702629135748,False
113,True,0.142290596982683,0.04078807123885866,-0.0827009850508444,-0.029332858736046703,0.18670652399142768,False
114,True,0.17023791875050823,0.03447272203863149,-0.025645780660505598,-0.028470077993720082,0.1546959373596574,False
115,True,0.1767693216318026,0.04036848742401,-0.08982783176101737,0.023741284326286406,0.1793082167109084,False
116,True,0.15326649608672516,0.04833192566376508,-0.050620129340646344,0.014272640291569662,0.17592277213562924,False
117,True,0.17324413989482446,0.052833509198835865,-0.07597973693495158,-0.006151440515917779,0.18528173285822816,False
118,True,0.14850627978384154,0.039031388904537424,-0.10413592100886636,0.028971656875741894,0.18418724855536894,False
119,True,0.14620720332879109,0.03505220952214117,-0.12201524366876712,0.0027572301804991367,0.20568141646456123,False
120,True,0.18724043028495105,0.05042267275616837,-0.07381509591747844,0.014122390758497215,0.1864077784450399,False
121,True,0.1582483951438931,0.029534149982525005,-0.040717672306778925,0.021724874413570995,0.1966951022767579,False
122,True,0.16025389264536358,0.03066980151995704,-0.10495656827013942,-0.011318639097790559,0.21510725471289432,False
123,True,0.1566464512749312,0.06669776349680272,-0.06218025899167299,-0.027388007630151655,0.18134255533389332,False
124,True,0.19449818183099515,0.03345477696166648,-0.08874852807498354,0.01925400103146064,0.17015690269964406,False
125,True,0.18510765372796373,0.03769034661537789,-0.019712460326441104,0.019149483141876797,0.1896873812665855,False
126,True,0.16699450353154793,0.029890441969010317,-0.03509718598268286,-0.013209143299225503,0.18560662255004742,False
127,True,0.17521191699451583,0.043196821959836276,-0.026858753747095187,0.0017349268907364925,0.20949491675198245,False
128,True,0.18686792020401752,0.05714528451278164,-0.08009304791550464,0.007003817918056243,0.19299465292913426,False
129,True,0.17580184927077283,0.040235515131833266,-0.10177346420140827,0.01069817180694068,0.19417788539150196,False
130,True,0.1445073525272813,0.047821453389509216,-0.047629532474932,0.004440526277825166,0.211359961477465,False
131,True,0.17479977576051312,0.029535524649120674,-0.05251753033204549,0.022865785961887014,0.19343940926920938,False
132,True,0.1590989180935741,0.04153703507585554,-0.08286276074101077,0.015150423583352638,0.18645562622288675,False
133,True,0.15911113482360803,0.04009956482066214,-0.09162572083008338,0.01011739548224165,0.18235276449056392,False
134,True,0.1784193586793724,0.06533626795279258,-0.06948619947938828,-0.001010298526353322,0.20384356337518622,False
135,True,0.17226699986835964,0.051592838014178174,-0.07598164992660021,-0.00047386902973494955,0.18701684951781064,False
136,True,0.15343969089005532,0.033267471473388203,-0.13457139088927184,0.007866795442511886,0.17688062245392475,False
137,True,0.14725569642342382,0.05111047119003232,-0.08927636736035695,0.018315948449851252,0.17879901122395572,False
138,True,0.16254016434396346,0.031489676761440946,-0.06656480945409068,-0.00198230333556128,0.16174031288100033,False
139,True,0.1730914085546403,0.03772926330920996,-0.1121597347145038,0.014102175753114485,0.17579118707923028,False
140,True,0.16357813724127618,0.05805937151693022,-0.031653271351769104,0.0058416132636366505,0.20020870253207676,False
141,True,0.14003988998812902,0.05145463371118681,-0.05958159973547151,-0.01829090676634591,0.16745561147343624,False
142,True,0.17336330956298018,0.04757158761220594,-0.10481665774594882,0.004057896027001014,0.18237021735968592,False
143,True,0.15661738726760566,0.054666273218883434,-0.05532733179363456,0.017869302935384686,0.19292674310322275,False
144,True,0.1798790752903762,0.05025836599932289,-0.08154060932675655,0.0057563079492342515,0.16321839815026568,False
145,True,0.14728288244148832,0.04685406837083396,-0.020503396303261343,0.008658422394034618,0.1655548021373129,False
146,True,0.1630462061930541,0.04985730141675493,-0.07781813028074012,-0.0100913429281351,0.2000250885587405,False
147,True,0.16423453740836388,0.04460286475771581,-0.07670616642358374,0.025223285911003063,0.19375760312269177,False
148,True,0.17641560852257998,0.05475126612992454,-0.02714993587655747,-0.008516578201885366,0.23201518366544968,False
149,True,0.16900609181526863,0.025928793077792726,-0.10595254966892859,-0.010724830033057364,0.18240921453727543,False
150,True,0.15204700880404995,0.05483428466675663,-0.019002458210677066,-0.0009981348195483557,0.20977489431430862,False
151,True,0.1614893901637101,0.04948895193999089,-0.04574780841622533,0.004397944742875783,0.20931209641255122,False
152,True,0.16103681386383578,0.0404204249149033,-0.09805098277394667,0.020437795439774798,0.19150917823740393,False
153,True,0.1357201794244118,0.03392084339375245,-0.09268833315105597,0.005994782176790256,0.1598218393380155,False
154,True,0.16967077932742558,0.03412026589313813,-0.09689038647614337,0.008903613583995655,0.19551236068317743,False
155,True,0.14968294885664502,0.06190368329731693,-0.10134318188692425,0.03451944420632562,0.15426732105248586,False
156,True,0.14894430329689917,0.043511527838891895,-0.06504849404906164,0.011358664366434372,0.18208378937450395,False
157,True,0.15180872601010287,0.05143765648311803,-0.09613687149415043,-0.0017191252907339375,0.17025854400522544,False
158,True,0.18808429556607556,0.04705242499347148,-0.06547041610501138,0.007940958833789034,0.19804469065360206,False
159,True,0.15641089375767112,0.054652060804239865,-0.0463524724318,0.012652481113730499,0.19471641899447723,False
160,True,0.16122804686258074,0.044772371394186106,-0.07202065040750197,0.0009394226134812213,0.1841279776152253,False
161,True,0.17113303177205513,0.042583574840986786,-0.042618518316643074,9.32646327194515e-05,0.17597676298766876,False
162,True,0.18009282214143515,0.04000560815020465,-0.08566198974715863,0.01513825548256984,0.16625501479119398,False
163,True,0.19366045165811238,0.04243854149999687,-0.04134361813539108,-0.011617294610480071,0.19170614393354724,False
164,True,0.16134813005206455,0.05188594033786452,-0.05916393235541026,-0.00633487440042286,0.1775438415844488,False
165,True,0.1487942790599125,0.044724382237209315,0.00564680671159154,0.01881545258251696,0.1831182394719563,False
166,True,0.14473917239136697,0.043477285509178565,-0.08722520542545331,0.016079614179081714,0.1841447663502696,False
167,True,0.15914481648644765,0.03729089327812364,-0.06925655148305065,0.016206115561322215,0.15391675036161556,False
168,True,0.16847364186334518,0.03127031676197764,0.010937906875982211,0.01669104056291977,0.17969153352072817,False
169,True,0.17555552394937904,0.04184190358729793,-0.0864900651248823,0.013035840799784633,0.19314203296008128,False
170,True,0.18122419521015454,0.04800800128068445,-0.08896840081663909,0.02231000540746784,0.17950905307953557,False
171,True,0.1913766819740709,0.037895264612695295,-0.0722615437547048,0.014718014641497782,0.16773312212052574,False
172,True,0.1746883414986274,0.0432847011660221,-0.12334650650442885,0.02127013975229275,0.18716871796384643,False
173,True,0.15067853820748042,0.04864366322438364,-0.054779419814930605,-0.008746957571185642,0.18356619470556268,False
174,True,0.14940366922344472,0.03899163077937668,-0.08758786292865632,0.0182955245125497,0.1897640909858017,False
175,True,0.1614276758503121,0.06744640521745357,-0.09906223823255243,0.008821586326622569,0.15750237991402852,False
176,True,0.17874073033767215,0.044027785518374836,-0.07600068845370796,-0.00210936771902064,0.16351953286173918,False
177,True,0.15131206409010103,0.05467264616259787,-0.05956111796724589,-0.010716138407086125,0.16727408044373163,False
178,True,0.1572290393843412,0.0561056552943712,-0.10557508308292646,0.02094504976461065,0.1730120447892608,False
179,True,0.16560605045648968,0.046256427815113396,-0.0528566786421505,-0.006743051428100517,0.18189972389110107,False
180,True,0.17322641104423062,0.05292262768339643,-0.07737012746834784,-0.008967748622270653,0.19504859238788638,False
181,True,0.16923898491033076,0.049761080958478865,-0.03878016900651988,0.008140305175889538,0.1997223488309862,False
182,True,0.16334098722991874,0.04009047808614082,-0.0465526481614577,0.020906194563167068,0.18268555835477915,False
183,True,0.18593230013296874,0.04968961213912868,-0.07173627103378928,-0.007244792852331413,0.1907368203240815,False
184,True,0.17701181436405491,0.04202572429865512,-0.06452822605376224,0.004062336126265162,0.19133630450137004,False
185,True,0.15596067359429205,0.034383782199324836,-0.07265321578362831,0.0157604406326912,0.19921807048395393,False
186,True,0.16617802778394075,0.03408037931838636,-0.04719598924718527,-0.0033758145327991624,0.1830174451735722,False
187,True,0.19791502906083544,0.03203722741391814,-0.07295590634925012,0.024976842938767008,0.17213487798823662,False
188,True,0.17049631897793596,0.0212568562502012,-0.05838819971335174,0.022609933142043015,0.20019027478487553,False
189,True,0.1687378707756945,0.03977340857834714,-0.055000196460369584,0.004577688815164692,0.22250576329881547,False
190,True,0.1397651245929544,0.04631839692039869,0.021571770445767857,-0.022284758740245096,0.19244305093227188,False
191,True,0.17379171843927063,0.04497288654670848,-0.09223525164939081,9.980411223531284e-06,0.16267677516099727,False
192,True,0.19008994755532682,0.03879330196085779,-0.04551523868683417,-0.004046734157026604,0.22429057070929465,False
193,True,0.18512086965004035,0.03527446461731289,-0.08141441982488021,0.013112550610909305,0.18041134866263497,False
194,True,0.16292419186177004,0.06004903564398475,-0.08263496172006571,0.01098372485229435,0.1778303570615186,False
195,True,0.13540205432296268,0.05793191659137202,-0.09125398491494524,0.024874263926209842,0.18136021645023992,False
196,True,0.17784219117228445,0.05093974436769319,-0.10464789274208794,0.015029887606979623,0.1785647543491073,False
197,True,0.13956975287696066,0.052922971059342835,-0.0006042982934592961,-0.0051863252257347515,0.1987733394445682,False
198,True,0.1603856524416013,0.05161154797143558,-0.03460321138562657,-0.021270636993994525,0.18396034924776833,False
199,True,0.189786879378607,0.03645955848970277,-0.058296065750039275,0.01198423657576986,0.19763862885910027,False
200,True,0.12863946253373149,0.059532096269846395,-0.055805702080455266,0.012511187176972895,0.19448150650032112,False
